"pnr","sex","birth_date","death_date","emigration_date"
"30364",0,1960-05-03,2021-01-02,
"30365",1,1936-04-30,2012-08-25,
"30366",1,1962-09-23,,
"30367",0,1957-11-27,,
"30368",1,1945-12-15,2011-06-28,
"30369",0,1939-02-28,2016-03-09,
"30370",1,1957-08-26,,
"30371",0,1949-02-14,2016-11-15,
"30372",1,1951-03-11,,
"30373",1,1954-07-06,2011-10-07,
"30374",0,1943-04-17,2022-02-27,
"30375",0,1964-04-20,,
"30376",1,1966-09-13,,
"30377",1,1963-06-01,,
"30378",0,1947-12-28,2014-08-21,
"30379",0,1952-12-03,,
"30380",1,1955-12-24,2019-11-23,
"30381",0,1963-07-31,,
"30382",0,1930-12-24,2001-01-24,
"30383",0,1957-06-24,2021-06-23,
"30384",0,1947-10-25,2013-06-08,
"30385",1,1932-04-21,1996-02-02,
"30386",0,1951-12-22,,
"30387",1,1965-01-19,,
"30388",0,1946-12-29,,
"30389",0,1969-11-05,,
"30390",0,1949-08-13,2017-09-28,
"30391",0,1969-02-15,,
"30392",0,1967-03-08,,
"30393",0,1955-09-01,2015-04-01,
"30394",0,1969-11-12,,
"30395",1,1965-12-19,,
"30396",1,1957-01-14,,
"30397",0,1947-05-04,2014-03-30,
"30398",0,1963-06-17,,
"30399",1,1949-10-11,2022-12-05,
"30400",0,1932-03-07,2001-06-12,
"30401",0,1955-05-11,,
"30402",0,1968-06-03,,
"30403",0,1954-05-23,2020-07-11,
"30404",0,1953-01-09,,
"30405",0,1956-10-04,,
"30406",0,1934-07-28,2006-04-01,
"30407",1,1940-12-13,2008-10-13,
"30408",1,1955-07-24,2020-11-13,
"30409",1,1964-01-02,,
"30410",0,1931-04-12,2003-07-11,
"30411",1,1963-03-06,,
"30412",1,1932-08-26,2005-09-05,
"30413",1,1943-05-11,2008-09-04,
"30414",1,1930-10-17,1995-04-22,
"30415",0,1958-08-20,,
"30416",1,1968-08-22,,
"30417",1,1942-08-12,2015-07-31,
"30418",0,1937-06-03,2014-08-12,
"30419",0,1950-08-25,2017-11-14,
"30420",0,1968-07-02,,
"30421",0,1947-11-19,,
"30422",0,1961-08-24,,
"30423",0,1956-04-26,,
"30424",1,1952-08-24,,
"30425",0,1962-04-05,,
"30426",0,1954-08-22,,
"30427",1,1963-02-27,,
"30428",0,1938-04-23,2008-05-05,
"30429",0,1938-02-07,2005-09-26,
"30430",0,1969-02-15,,
"30431",1,1963-05-06,,
"30432",1,1951-09-25,2013-11-10,
"30433",0,1949-07-21,2015-09-30,
"30434",0,1954-12-29,2017-11-04,
"30435",1,1951-04-20,2015-06-10,
"30436",0,1930-04-05,1999-10-24,
"30437",0,1965-04-02,,
"30438",0,1935-12-17,2002-08-20,
"30439",0,1941-01-10,2022-08-16,
"30440",0,1949-01-25,2011-02-20,
"30441",1,1945-06-30,2009-03-12,
"30442",0,1945-09-26,2015-01-28,
"30443",0,1950-04-24,,
"30444",1,1955-02-19,2020-05-19,
"30445",0,1954-04-02,,
"30446",0,1956-07-21,,
"30447",1,1939-11-26,2014-04-15,
"30448",0,1947-12-13,2017-11-03,
"30449",0,1964-07-19,,
"30450",0,1946-09-11,2007-11-30,
"30451",0,1965-03-12,,
"30452",1,1946-11-13,2018-01-02,
"30453",1,1937-06-27,2013-04-01,
"30454",0,1960-09-13,,
"30455",1,1969-12-13,,
"30456",0,1941-12-08,2010-04-03,
"30457",0,1947-02-17,2013-08-07,
"30458",0,1954-07-30,2022-09-05,
"30459",1,1941-06-29,2014-06-20,
"30460",0,1940-06-08,2012-03-27,
"30461",0,1961-06-27,,
"30462",0,1965-04-02,,
"30463",1,1963-06-30,,
"30464",0,1940-10-23,2009-03-10,
"30465",0,1952-04-14,,
"30466",1,1949-01-02,2021-11-09,
"30467",0,1935-01-05,2003-04-24,
"30468",1,1959-03-18,,
"30469",0,1948-05-06,2016-03-28,
"30470",1,1953-06-30,,
"30471",0,1949-04-04,2017-03-23,
"30472",0,1965-03-25,,
"30473",0,1959-01-09,,
"30474",1,1953-07-13,2021-05-28,
"30475",0,1949-08-21,2020-03-22,
"30476",1,1968-03-16,,
"30477",1,1958-01-29,,
"30478",1,1932-04-01,2007-10-01,
"30479",0,1932-09-07,2009-10-07,
"30480",1,1951-06-05,,
"30481",1,1960-10-28,2022-04-06,
"30482",0,1942-04-24,2015-06-02,
"30483",0,1956-03-08,,
"30484",0,1950-09-01,2019-05-08,
"30485",0,1954-05-01,,
"30486",0,1938-03-04,2001-12-07,
"30487",1,1933-01-30,2012-11-14,
"30488",0,1946-08-18,,
"30489",1,1949-08-05,2013-02-08,
"30490",0,1967-07-01,,
"30491",1,1949-03-14,2013-02-10,
"30492",0,1955-10-01,,
"30493",1,1944-10-17,2007-03-04,
"30494",0,1969-05-23,,
"30495",1,1964-04-29,,
"30496",0,1967-09-14,,
"30497",0,1964-04-13,,
"30498",0,1939-03-13,1997-02-03,
"30499",1,1932-10-25,2009-12-20,
"30500",0,1958-10-01,,
"30501",1,1946-05-25,2012-12-15,
"30502",0,1941-04-21,2016-02-10,
"30503",1,1934-07-11,2006-11-16,
"30504",0,1937-10-22,2010-11-02,
"30505",0,1965-03-24,,
"30506",1,1947-05-07,2019-12-05,
"30507",0,1940-07-16,2014-02-11,
"30508",0,1963-03-21,,
"30509",0,1954-11-05,2022-10-09,
"30510",0,1954-04-04,2022-03-10,
"30511",0,1939-04-18,2015-11-01,
"30512",1,1959-08-25,,2020-09-10
"30513",1,1935-12-20,2004-08-19,
"30514",0,1931-09-03,2003-03-07,
"30515",0,1942-05-24,,
"30516",1,1964-01-28,,
"30517",0,1940-05-06,2009-10-02,
"30518",0,1942-09-28,2011-12-15,
"30519",0,1948-05-23,2019-07-27,
"30520",0,1948-06-23,,
"30521",0,1948-01-17,2012-11-28,
"30522",1,1958-05-31,,
"30523",1,1951-01-28,,
"30524",0,1937-06-06,2009-06-11,
"30525",1,1956-10-18,,
"30526",1,1945-09-07,2017-04-26,
"30527",0,1956-06-14,,
"30528",0,1962-06-24,,
"30529",1,1934-07-21,2005-04-19,
"30530",1,1959-04-29,,
"30531",1,1964-09-18,,
"30532",1,1943-02-24,2007-03-14,
"30533",1,1948-05-22,2011-10-26,
"30534",0,1969-05-03,,
"30535",1,1944-01-20,2017-04-28,
"30536",0,1955-03-07,,
"30537",1,1968-03-12,,
"30538",0,1951-01-09,2019-05-29,
"30539",0,1940-09-24,2013-03-04,
"30540",1,1930-03-03,2002-07-15,
"30541",1,1939-04-30,2010-08-12,
"30542",1,1954-09-10,,
"30543",1,1956-07-23,2021-09-18,
"30544",0,1952-03-23,2016-04-13,
"30545",0,1939-01-14,2008-08-09,
"30546",0,1956-12-12,,
"30547",0,1934-12-19,1999-11-29,
"30548",0,1967-04-15,,
"30549",1,1967-04-15,,
"30550",0,1952-08-11,,
"30551",1,1946-05-09,2010-01-14,
"30552",1,1967-09-11,,
"30553",0,1957-11-16,,
"30554",0,1961-06-24,,
"30555",1,1933-09-29,1996-12-18,
"30556",0,1967-11-04,,
"30557",1,1945-02-25,2013-11-09,
"30558",1,1953-08-31,,
"30559",1,1936-10-26,2010-03-26,
"30560",0,1939-05-07,2014-08-17,
"30561",0,1954-04-18,,
"30562",0,1968-03-14,,
"30563",1,1950-09-19,2019-08-24,
"30564",0,1948-10-26,,
"30565",0,1967-12-11,,
"30566",1,1944-04-28,2013-08-28,
"30567",1,1939-05-12,2002-07-23,
"30568",1,1943-01-25,2007-08-20,
"30569",1,1931-05-28,2002-04-23,
"30570",0,1946-05-12,2019-04-09,
"30571",0,1943-12-30,2010-06-09,
"30572",0,1934-10-01,2010-04-02,
"30573",0,1960-01-25,,
"30574",0,1969-03-25,,
"30575",0,1935-02-14,2016-09-12,
"30576",0,1960-12-27,,
"30577",1,1953-09-07,2019-06-02,
"30578",0,1942-05-17,2018-11-09,
"30579",0,1948-04-02,2019-02-22,
"30580",0,1953-10-26,,
"30581",1,1946-01-08,2021-09-26,
"30582",0,1950-03-17,,
"30583",0,1935-04-08,1999-07-04,
"30584",0,1966-03-20,,
"30585",1,1936-05-16,2005-08-22,
"30586",1,1956-04-05,,
"30587",0,1934-11-05,1999-03-09,
"30588",1,1967-06-15,,
"30589",1,1933-05-16,2005-02-22,
"30590",1,1946-04-26,2020-05-13,
"30591",0,1960-10-22,,
"30592",1,1931-02-17,2000-07-21,
"30593",1,1965-07-26,,
"30594",1,1931-06-10,2000-09-13,
"30595",1,1934-07-03,2008-03-19,
"30596",1,1960-08-02,,
"30597",0,1940-02-17,2011-12-12,
"30598",0,1943-06-07,2012-12-04,
"30599",0,1962-04-14,,
"30600",1,1944-06-17,2017-10-03,
"30601",0,1969-07-18,,
"30602",1,1966-01-10,,
"30603",1,1953-05-31,,
"30604",1,1962-05-29,,
"30605",0,1934-11-01,1999-05-01,
"30606",0,1942-07-05,2011-09-23,
"30607",0,1957-09-20,,
"30608",1,1937-03-21,2009-06-03,
"30609",0,1944-08-18,,
"30610",0,1962-11-21,,
"30611",0,1939-07-26,2016-03-11,
"30612",1,1945-08-14,2017-07-02,
"30613",1,1961-08-27,,
"30614",1,1955-10-01,,
"30615",1,1956-11-09,2017-12-12,
"30616",0,1942-10-28,2022-04-09,
"30617",1,1946-06-16,2017-11-02,
"30618",1,1946-08-16,,
"30619",1,1963-12-22,,
"30620",0,1965-05-14,,
"30621",1,1950-08-06,2021-12-04,
"30622",0,1948-12-13,,
"30623",0,1930-10-29,2003-07-12,
"30624",1,1943-11-26,2013-09-20,
"30625",1,1943-07-09,2010-04-30,
"30626",1,1956-11-15,,
"30627",0,1966-06-20,,
"30628",0,1959-05-28,,
"30629",0,1939-07-16,2010-10-01,
"30630",1,1953-12-15,2020-03-14,
"30631",0,1961-06-05,,
"30632",0,1950-03-20,,
"30633",1,1956-02-15,,
"30634",1,1958-08-23,,
"30635",1,1960-11-09,,
"30636",1,1952-10-25,,
"30637",1,1960-06-11,,
"30638",0,1946-08-31,2009-11-06,
"30639",1,1955-11-23,,
"30640",1,1960-01-13,,
"30641",1,1953-10-27,2022-10-20,
"30642",1,1959-06-22,,
"30643",0,1941-06-21,2021-05-24,
"30644",0,1939-10-13,2012-05-20,
"30645",0,1961-10-14,2022-04-27,
"30646",1,1962-12-25,,
"30647",1,1957-02-24,2020-11-14,
"30648",0,1959-08-15,,
"30649",0,1934-10-01,2014-12-07,
"30650",1,1934-07-31,1999-12-01,
"30651",0,1954-04-01,,
"30652",1,1965-04-08,,
"30653",1,1945-02-14,2017-11-12,
"30654",1,1945-12-29,2017-08-21,
"30655",0,1955-02-01,,
"30656",1,1942-12-06,2015-08-19,
"30657",0,1963-06-28,,
"30658",0,1961-03-13,,
"30659",1,1953-09-29,,
"30660",0,1930-12-30,1999-05-02,
"30661",0,1952-01-28,2021-10-11,
"30662",1,1935-03-11,1999-04-10,
"30663",1,1962-05-19,,
"30664",1,1934-11-13,2008-05-27,
"30665",1,1960-12-20,,
"30666",0,1965-10-14,,
"30667",0,1969-06-27,,
"30668",1,1953-07-26,,
"30669",1,1937-07-06,,2002-04-29
"30670",1,1930-07-22,1996-08-24,
"30671",0,1953-11-25,,
"30672",1,1961-04-11,,
"30673",0,1940-12-01,2002-11-09,
"30674",0,1961-09-16,,
"30675",0,1945-05-21,2016-05-09,
"30676",0,1956-04-16,,
"30677",0,1958-07-09,,
"30678",1,1938-08-19,2000-09-23,
"30679",1,1966-04-26,,
"30680",0,1968-11-04,,
"30681",0,1932-08-07,2010-07-17,
"30682",0,1962-01-13,,
"30683",0,1961-07-04,,
"30684",1,1969-01-05,,
"30685",0,1937-05-06,2010-12-03,
"30686",0,1959-07-23,,
"30687",0,1966-08-02,,
"30688",1,1944-02-25,2010-09-13,
"30689",1,1940-01-09,2004-09-07,
"30690",0,1938-06-24,2009-07-07,
"30691",0,1958-07-11,,
"30692",0,1932-11-30,2002-07-07,
"30693",0,1937-01-27,2001-06-28,
"30694",1,1950-06-11,2014-02-04,
"30695",1,1950-10-24,2020-09-22,
"30696",0,1963-05-09,,
"30697",1,1930-01-19,2005-06-29,
"30698",1,1931-12-22,2002-01-04,
"30699",0,1945-03-25,2019-04-09,
"30700",0,1952-12-17,,
"30701",0,1951-12-15,2017-06-17,
"30702",0,1966-12-18,,
"30703",0,1946-10-07,2012-01-01,
"30704",0,1948-05-14,2016-07-28,
"30705",0,1939-04-21,2002-05-08,
"30706",1,1967-04-28,,
"30707",0,1945-12-16,2020-12-14,
"30708",0,1950-10-27,2020-11-13,
"30709",0,1967-03-20,,
"30710",1,1944-11-21,2019-06-23,
"30711",1,1940-11-28,2016-03-28,
"30712",0,1963-01-03,,
"30713",0,1957-02-26,,
"30714",1,1964-09-25,,
"30715",1,1947-01-30,2015-01-28,
"30716",1,1945-12-03,2018-12-30,
"30717",0,1958-12-14,,
"30718",1,1938-07-26,2009-10-19,
"30719",0,1962-02-23,,
"30720",1,1965-02-27,,
"30721",0,1933-04-02,1997-01-15,
"30722",0,1968-07-08,,
"30723",0,1940-10-13,2000-04-07,
"30724",1,1960-04-14,,
"30725",1,1944-05-27,2016-10-16,
"30726",1,1941-06-18,2013-01-09,
"30727",0,1932-05-13,2006-09-25,
"30728",1,1964-01-24,,
"30729",1,1945-12-24,2013-06-18,
"30730",0,1933-09-07,2009-02-20,
"30731",1,1940-04-20,2010-05-31,
"30732",1,1964-02-15,,
"30733",1,1947-05-04,,
"30734",1,1957-06-16,,
"30735",1,1939-11-01,2008-04-02,
"30736",0,1939-04-15,2006-09-26,
"30737",0,1969-08-16,,
"30738",0,1943-04-12,2011-02-25,
"30739",1,1938-03-18,2009-04-06,
"30740",1,1936-11-09,2003-03-21,
"30741",0,1943-09-23,2017-09-25,
"30742",0,1947-12-23,2019-10-18,
"30743",1,1946-05-09,2022-03-27,
"30744",1,1934-06-25,2005-11-12,
"30745",1,1932-11-20,2004-06-05,
"30746",0,1954-10-11,,
"30747",0,1934-03-03,2004-09-22,
"30748",1,1952-01-30,2018-08-27,
"30749",1,1945-10-21,2006-12-28,
"30750",0,1944-06-15,2014-02-27,
"30751",0,1968-06-05,,
"30752",0,1933-07-27,1999-03-15,
"30753",0,1943-03-03,2008-08-02,
"30754",0,1932-11-11,2007-11-14,
"30755",0,1965-01-24,,
"30756",0,1940-12-09,2016-12-16,
"30757",0,1937-12-11,1998-08-06,
"30758",1,1930-05-14,1996-10-17,
"30759",0,1936-08-09,2001-02-14,
"30760",1,1949-11-01,2020-11-03,
"30761",1,1959-12-11,,
"30762",0,1953-11-23,2018-10-26,
"30763",0,1938-04-04,2007-03-12,
"30764",1,1958-12-27,,
"30765",0,1950-10-02,,
"30766",1,1958-03-16,,
"30767",0,1957-03-07,2013-04-06,
"30768",1,1958-06-09,,
"30769",0,1941-10-20,2020-10-25,
"30770",0,1956-06-22,,
"30771",1,1958-12-16,2007-10-19,
"30772",0,1940-06-30,2015-03-01,
"30773",0,1957-10-26,,
"30774",0,1938-11-02,2016-12-11,
"30775",0,1940-08-01,2014-10-23,
"30776",0,1937-04-16,2008-03-30,
"30777",1,1954-09-05,,
"30778",1,1952-02-17,2021-03-26,
"30779",0,1962-04-05,,
"30780",0,1934-01-18,1998-08-07,
"30781",0,1933-08-01,2003-12-04,
"30782",0,1965-08-19,,
"30783",0,1958-04-19,2015-05-10,
"30784",1,1965-04-08,,
"30785",0,1933-06-02,2007-08-11,
"30786",1,1939-11-19,2005-07-10,
"30787",1,1967-12-16,,
"30788",0,1950-01-11,,
"30789",0,1958-10-01,,
"30790",0,1935-04-03,2004-03-25,
"30791",0,1968-03-20,,
"30792",1,1935-06-16,1999-03-27,
"30793",0,1942-09-06,2013-02-14,
"30794",0,1967-05-07,,
"30795",1,1961-02-14,,
"30796",0,1943-07-25,,
"30797",1,1969-09-18,,
"30798",1,1963-07-09,,
"30799",0,1935-07-13,2003-12-02,
"30800",0,1937-10-28,2009-08-17,
"30801",0,1950-07-09,2006-08-23,
"30802",1,1946-08-01,2006-01-10,
"30803",0,1942-12-10,2013-01-26,
"30804",0,1959-12-05,,
"30805",0,1953-02-27,,
"30806",1,1946-08-15,2021-12-25,
"30807",0,1958-10-22,,
"30808",1,1952-11-04,2022-12-03,
"30809",1,1941-01-07,2018-08-23,
"30810",1,1943-11-28,2009-12-29,
"30811",0,1931-03-11,2001-03-15,
"30812",1,1930-06-10,2003-02-15,
"30813",0,1930-11-17,2013-06-12,
"30814",0,1939-09-07,2007-08-07,
"30815",1,1932-12-10,2011-06-30,
"30816",0,1940-05-31,2018-06-05,
"30817",0,1966-01-13,,
"30818",1,1933-12-05,2004-04-20,
"30819",1,1955-05-12,2022-05-29,
"30820",0,1941-08-04,2013-09-26,
"30821",1,1934-10-27,2013-08-28,
"30822",0,1950-10-25,2021-01-03,
"30823",1,1938-10-28,2008-01-15,
"30824",1,1958-12-13,,
"30825",1,1956-11-11,,
"30826",0,1944-06-23,2010-05-25,
"30827",0,1931-07-20,2002-11-16,
"30828",1,1936-09-22,2004-03-06,
"30829",0,1957-11-09,,
"30830",1,1954-06-14,,
"30831",1,1957-02-26,2018-07-28,
"30832",0,1968-10-13,,
"30833",1,1955-12-25,,
"30834",0,1931-10-09,2003-01-15,
"30835",0,1955-05-31,,
"30836",1,1963-05-12,,
"30837",1,1942-10-25,2016-11-22,
"30838",0,1938-02-26,2000-06-26,
"30839",0,1940-08-25,2012-04-16,
"30840",1,1948-07-30,2013-02-15,
"30841",1,1962-01-17,,
"30842",1,1969-06-06,,
"30843",0,1965-10-11,,
"30844",0,1949-02-07,2015-11-08,
"30845",0,1937-06-27,2005-10-04,
"30846",0,1931-06-20,1999-11-02,
"30847",1,1965-09-28,,
"30848",0,1945-01-24,2018-02-21,
"30849",1,1965-03-27,,
"30850",0,1956-07-08,,
"30851",0,1930-04-06,1998-09-30,
"30852",0,1967-10-29,,
"30853",0,1947-04-03,2019-04-09,
"30854",1,1933-03-24,2000-08-18,
"30855",0,1950-12-08,2021-05-25,
"30856",0,1953-06-08,,
"30857",0,1937-09-13,2009-02-08,
"30858",1,1966-07-01,,
"30859",0,1934-03-12,2017-02-20,
"30860",0,1945-02-03,2011-04-18,
"30861",0,1931-02-11,2001-09-25,
"30862",0,1957-02-04,,
"30863",0,1937-01-11,2011-03-31,
"30864",1,1932-01-02,1997-10-28,
"30865",0,1944-09-30,2016-08-25,
"30866",1,1953-12-09,,
"30867",0,1934-08-31,2004-05-08,
"30868",1,1945-05-07,2012-10-15,
"30869",0,1968-01-16,,
"30870",1,1967-06-20,,
"30871",1,1969-12-12,,
"30872",0,1942-03-01,2010-06-14,
"30873",1,1957-08-18,,
"30874",0,1939-10-17,2001-06-02,
"30875",1,1939-02-19,2007-03-14,
"30876",0,1947-04-15,2020-02-22,
"30877",0,1963-02-22,,
"30878",1,1963-01-16,,
"30879",0,1937-02-03,2005-05-28,
"30880",1,1949-12-20,2014-01-15,
"30881",1,1961-03-14,,
"30882",0,1947-04-29,,
"30883",0,1950-05-11,2017-12-02,
"30884",0,1936-09-25,2017-06-21,
"30885",0,1936-01-02,2006-09-12,
"30886",1,1931-12-01,2010-12-18,
"30887",0,1933-01-02,2010-03-22,
"30888",0,1969-05-18,,
"30889",0,1947-06-20,2014-06-10,
"30890",1,1939-06-09,2010-09-08,
"30891",0,1938-05-20,2015-11-08,
"30892",1,1936-07-24,2012-05-06,
"30893",0,1952-02-22,2022-07-17,
"30894",0,1939-10-07,2011-01-22,
"30895",0,1966-06-11,,
"30896",0,1933-04-10,1999-03-10,
"30897",1,1954-11-19,2022-07-23,
"30898",0,1957-04-25,,
"30899",1,1963-08-14,,
"30900",1,1957-11-19,,
"30901",0,1952-02-29,,
"30902",0,1945-11-09,,
"30903",1,1951-01-04,2020-02-03,
"30904",0,1968-03-12,,
"30905",0,1956-06-16,,
"30906",0,1960-02-05,,
"30907",1,1938-04-24,2002-09-12,
"30908",1,1949-10-29,,
"30909",0,1969-09-19,,
"30910",0,1962-06-30,,
"30911",0,1949-10-09,2022-09-23,
"30912",0,1932-11-21,2006-03-14,
"30913",0,1944-12-31,2012-08-29,
"30914",0,1964-07-16,,
"30915",0,1937-01-24,2007-10-31,
"30916",1,1950-10-03,2019-10-04,
"30917",0,1949-01-14,2022-05-02,
"30918",1,1937-02-03,2005-05-16,
"30919",1,1930-12-07,2001-10-17,
"30920",1,1942-02-23,1996-09-19,
"30921",0,1949-07-09,2018-02-11,
"30922",1,1952-12-04,,
"30923",0,1931-01-21,2007-07-05,
"30924",1,1966-01-21,,
"30925",1,1941-04-27,2006-05-14,
"30926",0,1936-05-27,2002-08-12,
"30927",1,1936-02-02,2001-01-19,
"30928",1,1955-11-21,,
"30929",0,1956-12-04,,
"30930",0,1968-08-27,,
"30931",1,1962-09-05,,
"30932",1,1938-09-07,2008-11-26,
"30933",1,1960-03-02,,
"30934",0,1952-06-16,,
"30935",1,1938-04-30,2019-01-15,
"30936",0,1951-08-30,,
"30937",0,1962-03-27,,
"30938",0,1968-02-18,,
"30939",0,1942-07-18,,
"30940",1,1962-11-21,,
"30941",0,1936-12-11,2008-08-06,
"30942",0,1932-08-25,1996-11-15,
"30943",0,1936-11-26,2007-03-08,
"30944",1,1964-09-03,,
"30945",0,1952-01-15,,
"30946",0,1931-04-02,1999-06-28,
"30947",1,1960-11-21,,
"30948",0,1959-05-16,,
"30949",1,1956-10-13,2013-02-17,
"30950",0,1940-05-12,2009-10-16,
"30951",1,1939-10-23,2008-10-17,
"30952",0,1950-03-18,2018-10-21,
"30953",0,1965-01-03,,
"30954",0,1965-10-03,,
"30955",0,1937-03-04,2011-11-14,
"30956",1,1967-01-28,,
"30957",1,1948-08-15,2018-05-18,
"30958",0,1935-07-22,2007-01-09,
"30959",1,1961-11-06,2021-07-16,
"30960",1,1942-09-29,2009-07-22,
"30961",0,1934-06-08,2013-03-26,
"30962",0,1954-10-25,,
"30963",0,1946-10-10,,
"30964",0,1935-05-19,2006-02-26,
"30965",1,1959-05-18,,
"30966",0,1952-11-01,2016-06-02,
"30967",0,1937-08-08,2009-05-07,
"30968",1,1956-09-04,,
"30969",1,1944-03-31,2012-07-22,
"30970",0,1931-07-08,2003-08-26,
"30971",1,1937-12-25,2006-01-17,
"30972",1,1959-05-02,,
"30973",0,1954-04-21,2020-09-17,
"30974",0,1967-12-07,,
"30975",0,1964-01-12,,
"30976",1,1930-02-07,2008-04-01,
"30977",1,1963-11-03,,
"30978",1,1961-05-15,,
"30979",0,1950-01-29,,
"30980",0,1950-02-14,,
"30981",1,1964-06-10,,
"30982",1,1932-03-24,2005-02-27,
"30983",0,1934-02-07,1997-09-21,
"30984",1,1936-02-18,2010-11-18,
"30985",0,1959-03-08,,
"30986",0,1957-01-11,,
"30987",0,1965-02-15,,
"30988",1,1946-05-14,2013-04-18,
"30989",1,1941-08-14,2006-01-09,
"30990",1,1930-12-20,2013-12-07,
"30991",1,1966-08-12,,
"30992",1,1959-09-05,,
"30993",0,1952-10-19,,
"30994",0,1951-12-31,2018-05-18,
"30995",0,1952-10-11,,
"30996",0,1963-05-04,,
"30997",0,1930-07-17,2003-09-03,
"30998",1,1941-07-29,2007-01-04,
"30999",1,1952-04-09,,
"31000",0,1964-11-13,,
"31001",1,1933-04-13,2005-02-01,
"31002",1,1937-05-17,2007-02-07,
"31003",0,1941-05-19,2019-09-06,
"31004",1,1953-08-23,,
"31005",0,1942-04-17,2010-04-04,
"31006",0,1964-02-04,,
"31007",0,1953-12-02,,
"31008",1,1961-01-22,,
"31009",1,1931-03-22,2004-08-12,
"31010",0,1956-12-30,,
"31011",0,1962-01-19,,
"31012",1,1949-10-18,2003-10-11,
"31013",0,1953-03-17,,
"31014",0,1964-02-23,,
"31015",0,1942-05-05,2010-03-15,
"31016",0,1937-02-10,2004-09-26,
"31017",0,1965-09-24,,
"31018",0,1934-04-24,2007-10-07,
"31019",0,1954-08-19,,
"31020",1,1934-11-20,1999-05-07,
"31021",1,1968-11-04,,
"31022",0,1935-09-16,2012-09-11,
"31023",0,1935-12-09,2001-01-10,
"31024",0,1937-06-22,2012-03-23,
"31025",1,1951-08-31,,
"31026",1,1940-03-19,2017-03-31,
"31027",0,1938-01-25,2008-04-30,
"31028",0,1967-10-30,,
"31029",0,1939-01-13,2011-03-06,
"31030",1,1961-08-27,,
"31031",0,1960-03-14,,
"31032",1,1960-06-27,,
"31033",1,1936-02-20,2010-01-24,
"31034",0,1952-03-21,,
"31035",1,1940-02-05,2015-06-11,
"31036",0,1956-05-23,,
"31037",1,1944-08-05,2011-05-07,
"31038",1,1959-06-17,2020-08-03,
"31039",0,1968-05-06,,
"31040",0,1958-08-14,,
"31041",1,1938-11-12,2013-06-25,
"31042",0,1938-11-13,2012-03-27,
"31043",0,1959-05-01,,
"31044",1,1955-05-28,2022-10-18,
"31045",0,1952-01-20,2022-03-16,
"31046",0,1933-10-10,2009-10-25,
"31047",0,1947-10-10,,
"31048",1,1938-06-08,2008-04-03,
"31049",0,1943-08-28,2019-09-06,
"31050",0,1938-04-27,2006-01-12,
"31051",0,1947-05-25,2018-06-01,
"31052",1,1937-09-01,2007-01-11,
"31053",1,1958-09-20,,
"31054",0,1952-08-11,,
"31055",1,1954-09-22,,
"31056",1,1938-08-28,2005-09-19,
"31057",1,1965-07-12,,
"31058",0,1933-02-06,2003-09-13,
"31059",0,1968-09-15,,
"31060",0,1949-07-24,,
"31061",0,1934-04-24,2013-07-29,
"31062",0,1954-03-29,2022-10-08,
"31063",0,1956-03-01,,
"31064",0,1964-07-11,,
"31065",1,1952-05-08,2020-09-24,
"31066",0,1965-11-07,,
"31067",1,1965-11-27,,
"31068",0,1959-06-24,,
"31069",0,1933-09-06,2005-10-11,
"31070",0,1947-01-10,2012-01-20,
"31071",0,1931-06-21,2001-01-18,
"31072",1,1961-07-30,,
"31073",0,1938-03-23,2018-12-11,
"31074",1,1948-11-17,2018-07-09,
"31075",0,1934-01-10,2010-05-28,
"31076",1,1960-03-18,2022-09-01,
"31077",0,1955-10-25,,
"31078",0,1964-03-06,,
"31079",0,1969-09-14,,
"31080",1,1942-05-06,2013-08-05,
"31081",0,1941-04-17,2018-09-15,
"31082",0,1953-04-01,,
"31083",0,1939-01-07,2013-02-19,
"31084",1,1962-07-23,,
"31085",0,1955-06-27,,
"31086",0,1946-07-28,2012-06-15,
"31087",0,1945-10-25,2013-05-12,
"31088",0,1955-01-05,2020-03-29,
"31089",0,1935-05-08,2000-04-14,
"31090",1,1953-10-29,2020-06-06,
"31091",1,1965-07-07,,
"31092",0,1936-11-29,2011-12-24,
"31093",0,1930-03-10,2006-12-08,
"31094",1,1942-03-11,2010-03-08,
"31095",0,1938-02-03,,
"31096",1,1952-10-21,2017-04-13,
"31097",1,1962-06-26,,
"31098",0,1955-11-11,2022-11-21,
"31099",1,1953-06-11,2020-04-01,
"31100",0,1938-05-29,2009-04-08,
"31101",0,1943-05-31,2011-03-13,
"31102",1,1953-05-25,,
"31103",0,1933-05-08,2001-08-15,
"31104",0,1944-02-03,2013-09-23,
"31105",0,1934-03-03,2008-03-07,
"31106",1,1955-01-25,2020-09-25,
"31107",0,1963-12-05,,
"31108",1,1932-02-11,2000-10-06,
"31109",0,1954-09-07,,
"31110",0,1937-10-05,2019-08-11,
"31111",0,1947-10-26,,
"31112",0,1930-10-25,2001-04-07,
"31113",0,1936-12-07,2003-01-17,
"31114",0,1966-02-13,,
"31115",0,1944-01-03,2016-04-29,
"31116",1,1932-06-04,2006-01-18,
"31117",0,1941-06-10,2018-09-27,
"31118",0,1968-11-14,,
"31119",0,1952-07-09,2022-07-15,
"31120",1,1948-06-27,2012-04-05,
"31121",1,1931-09-05,2001-07-05,
"31122",0,1934-10-31,2001-10-07,
"31123",1,1936-05-02,2004-06-26,
"31124",0,1958-03-11,,
